id,name,artist,cardClass,cost,attack,health,set,type,rarity
HERO_11e,Roi du death metal,Anton Zemskov,DEATHKNIGHT,,,30,HERO_SKINS,HERO,FREE
HERO_11f,"Inge, l’hymne à l’acier",Rafael Zanchetin,DEATHKNIGHT,,,30,HERO_SKINS,HERO,FREE
HERO_11g,Reine goule écarlate,Mooncolony,DEATHKNIGHT,,,30,HERO_SKINS,HERO,FREE
HERO_11h,Sai chevalier cramoisi,Mooncolony,DEATHKNIGHT,,,30,HERO_SKINS,HERO,FREE
HERO_11i,Sai frigoriste,Mooncolony,DEATHKNIGHT,,,30,HERO_SKINS,HERO,FREE
HERO_11j,"Inge, saccageuse des mers",Guilherme Freitas,DEATHKNIGHT,,,30,HERO_SKINS,HERO,FREE
HERO_11k,Mograine le gladiateur,Grafit,DEATHKNIGHT,,,30,HERO_SKINS,HERO,FREE
HERO_11l,Reine de sang Lana’thel,Grafit,DEATHKNIGHT,,,30,HERO_SKINS,HERO,FREE
HERO_11m,Arthas le Porte-givre,Guillaume Beauchêne & Mooncolony,DEATHKNIGHT,,,30,HERO_SKINS,HERO,FREE
HERO_11n,"Scarlet, reine zombie",G. Beauchêne & A. Zemskov,DEATHKNIGHT,,,30,HERO_SKINS,HERO,FREE
HERO_11o_ReskathePitBoss,"Reska, responsable de la fosse",Mooncolony,DEATHKNIGHT,,,30,HERO_SKINS,HERO,FREE
HERO_11p_LichKing,Arthas le fléauvenant,Ramzy Kamen,DEATHKNIGHT,,,30,HERO_SKINS,HERO,FREE
HERO_11q_LichKing,Arthas « Thassarian »,Eva Widermann,DEATHKNIGHT,,,30,HERO_SKINS,HERO,FREE
ICC_018,Flibustière fantôme,James Ryman,NEUTRAL,4,3,3,ICECROWN,MINION,RARE
ICC_019,Squelettomancien,Matt Dixon,NEUTRAL,5,2,2,ICECROWN,MINION,COMMON
ICC_021,Déflagroptère boursouflé,Dany Orizio,HUNTER,4,2,1,ICECROWN,MINION,RARE
ICC_023,Pingouin glisseneige,Matt Dixon,NEUTRAL,0,1,1,ICECROWN,MINION,COMMON
ICC_025,Vaurien cliquetant,Peter Stapleton,NEUTRAL,4,2,2,ICECROWN,MINION,EPIC
ICC_026,Nécromancienne sinistre,Dave Allsop,NEUTRAL,4,2,4,ICECROWN,MINION,COMMON
ICC_027,Drake d’os,Peter Stapleton,NEUTRAL,6,6,5,ICECROWN,MINION,RARE
ICC_028,Val’kyr solnée,Hideaki Takamura,NEUTRAL,5,5,4,ICECROWN,MINION,COMMON
ICC_029,Plaiedécaille cobalt,Jim Nelson,NEUTRAL,5,5,5,ICECROWN,MINION,COMMON
ICC_031,Hurleur nocturne,Nicola Saviori,NEUTRAL,4,3,4,ICECROWN,MINION,COMMON
ICC_032,Venimancien,James Ryman,NEUTRAL,5,2,5,ICECROWN,MINION,COMMON
ICC_034,Croisé arrogant,Anton Zemskov,PALADIN,4,5,2,ICECROWN,MINION,RARE
ICC_038,Protectrice vertueuse,Evgeniy Dlinnov,PALADIN,1,1,1,ICECROWN,MINION,COMMON
ICC_039,Sombre conviction,Arthur Gimaldinov,PALADIN,2,,,ICECROWN,SPELL,COMMON
ICC_041,Profanation,Dave Allsop,WARLOCK,2,,,ICECROWN,SPELL,RARE
ICC_047,Tisse-destin,Dan Scott,DRUID,5,5,3,ICECROWN,MINION,EPIC
ICC_049,Flèche toxique,Zoltan Boros,HUNTER,2,,,ICECROWN,SPELL,EPIC
ICC_050,Tisse-toile,Matt Dixon,DRUID,5,,,ICECROWN,SPELL,COMMON
ICC_051,Druidesse de l’essaim,Zoltan Boros,DRUID,2,1,2,ICECROWN,MINION,RARE
ICC_052,Fais le mort,Peter Stapleton,HUNTER,1,,,ICECROWN,SPELL,COMMON
ICC_054,Plaie envahissante,Alex Alexandrov,DRUID,6,,,ICECROWN,SPELL,RARE
ICC_055,Drain d’âme,Kerem Beyit,WARLOCK,2,,,ICECROWN,SPELL,COMMON
ICC_056,Cryostase,A. J. Nazzaro,SHAMAN,2,,,ICECROWN,SPELL,EPIC
ICC_058,Brrrloc,Jaemin Kim,SHAMAN,2,2,2,ICECROWN,MINION,COMMON
ICC_062,Armure piton-de-feu,Ian Ameling,WARRIOR,3,4,3,ICECROWN,MINION,RARE
ICC_064,Lame de sang,Joe Wilson,WARRIOR,4,2,,ICECROWN,WEAPON,COMMON
ICC_065,Baron des os,Brian Despain,ROGUE,5,5,5,ICECROWN,MINION,COMMON
ICC_067,Vrygoule,Jim Nelson,NEUTRAL,3,3,1,ICECROWN,MINION,COMMON
ICC_068,Marche-glace,James Ryman,MAGE,2,1,3,ICECROWN,MINION,RARE
ICC_069,Adjuratrice spectrale,Paul Mafayon,MAGE,4,2,6,ICECROWN,MINION,RARE
ICC_071,Deuil de la Lumière,Ben Thompson,PALADIN,4,1,,ICECROWN,WEAPON,EPIC
ICC_075,Seigneur de l’effroi abject,Konstantin Turovec,WARLOCK,5,4,5,ICECROWN,MINION,RARE
ICC_078,Avalanche,Zoltan Boros,SHAMAN,4,,,ICECROWN,SPELL,RARE
ICC_079,Grognement,Phil Saunders,DRUID,3,,,ICECROWN,SPELL,COMMON
ICC_081,Défenseur drakkari,Luca Zontini,SHAMAN,3,2,8,ICECROWN,MINION,COMMON
ICC_082,Clone de glace,Mike Sass,MAGE,3,,,ICECROWN,SPELL,COMMON
ICC_083,Apprentie damnée,Alex Horley Orlandelli,MAGE,3,3,2,ICECROWN,MINION,RARE
ICC_085,Fléau ultime,Slawomir Maniak,DRUID,10,,,ICECROWN,SPELL,EPIC
ICC_086,Mystères glacés,Evgeniy Dlinnov,MAGE,8,,,ICECROWN,SPELL,EPIC
ICC_088,Maléficieuse vaudou,Sean McNally,SHAMAN,5,2,7,ICECROWN,MINION,RARE
ICC_089,Pêche sur glace,Jaemin Kim,SHAMAN,2,,,ICECROWN,SPELL,COMMON
ICC_090,Géant fureur-des-neiges,Steve Prescott,SHAMAN,11,8,8,ICECROWN,MINION,EPIC
ICC_091,Main du mort,L. Lullabi & K. Turovec,WARRIOR,2,,,ICECROWN,SPELL,EPIC
ICC_092,Vétéran d’Acherus,Luke Mancini,NEUTRAL,1,2,1,ICECROWN,MINION,COMMON
ICC_093,Pêcheur rohart,Matt Dixon,NEUTRAL,2,2,3,ICECROWN,MINION,COMMON
ICC_094,Clerc du Soleil déchu,J. Axer,NEUTRAL,2,2,1,ICECROWN,MINION,COMMON
ICC_096,Colosse de la fournaise,Steve Prescott,NEUTRAL,6,6,6,ICECROWN,MINION,EPIC
ICC_097,Fléau des tombes,Phil Saunders,NEUTRAL,4,4,4,ICECROWN,MINION,COMMON
ICC_098,Rôdeur des tombes,Arthur Bozonnet,NEUTRAL,5,5,3,ICECROWN,MINION,EPIC
ICC_099,Abomination tic-taquante,Mike Sass,NEUTRAL,4,5,6,ICECROWN,MINION,RARE
ICC_200,Piège frappe-venin,Dave Allsop,HUNTER,2,,,ICECROWN,SPELL,RARE
ICC_201,Jet d’osselets,Zoltan Boros,ROGUE,2,,,ICECROWN,SPELL,RARE
ICC_204,Professeur Putricide,Mike Sass,HUNTER,4,5,4,ICECROWN,MINION,LEGENDARY
ICC_206,Traîtrise,Jim Nelson,WARLOCK,3,,,ICECROWN,SPELL,EPIC
ICC_207,Dévoration mentale,Paul Kwon,PRIEST,5,,,ICECROWN,SPELL,RARE
ICC_210,Ascendante de l’ombre,Paul Kwon,PRIEST,2,2,3,ICECROWN,MINION,COMMON
ICC_212,Acolyte de l’agonie,Brom,PRIEST,3,3,3,ICECROWN,MINION,COMMON
ICC_213,Servitude éternelle,Zoltan Boros,PRIEST,4,,,ICECROWN,SPELL,RARE
ICC_214,Statue d’obsidienne,A. J. Nazzaro,PRIEST,9,4,8,ICECROWN,MINION,EPIC
ICC_215,Archevêque Benedictus,Evgeniy Dlinnov,PRIEST,7,4,6,ICECROWN,MINION,LEGENDARY
ICC_218,Démon hurleur,Konstantin Turovec,WARLOCK,3,3,6,ICECROWN,MINION,COMMON
ICC_220,Chevalier mortécaille,Rafael Zanchetin,NEUTRAL,1,1,1,ICECROWN,MINION,COMMON
ICC_221,Poison sangsue,Ben Thompson,ROGUE,1,,,ICECROWN,SPELL,COMMON
ICC_233,Boomerang damné,L. Lullabi & K. Turovec,ROGUE,1,,,ICECROWN,SPELL,EPIC
ICC_235,Essence d’ombre,Matt Dixon,PRIEST,7,,,ICECROWN,SPELL,RARE
ICC_236,Brise-glace,Konstantin Turovec,SHAMAN,3,1,,ICECROWN,WEAPON,RARE
ICC_238,Berserker animé,Konstantin Turovec,WARRIOR,1,1,3,ICECROWN,MINION,COMMON
ICC_240,Hanteur de la runeforge,Slawomir Maniak,ROGUE,4,5,3,ICECROWN,MINION,RARE
ICC_243,Veuve nécrophage,Dave Allsop,HUNTER,5,4,6,ICECROWN,MINION,RARE
ICC_244,Résistance désespérée,Grace Liu,PALADIN,2,,,ICECROWN,SPELL,RARE
ICC_245,Garde noir,James Ryman,PALADIN,6,3,9,ICECROWN,MINION,EPIC
ICC_252,Âmefroide,Andrew Hou,MAGE,3,3,4,ICECROWN,MINION,COMMON
ICC_257,Résurrecteur,Jim Nelson,NEUTRAL,5,3,3,ICECROWN,MINION,RARE
ICC_281,Forge des Âmes,Daria Tuzova,WARRIOR,2,,,ICECROWN,SPELL,COMMON
ICC_289,Moorabi,Mike Azevedo,SHAMAN,6,4,4,ICECROWN,MINION,LEGENDARY
ICC_314,Le roi-liche,Glenn Rane,NEUTRAL,8,8,8,ICECROWN,MINION,LEGENDARY
ICC_405,Trognepus,Anton Zemskov,WARRIOR,8,4,6,ICECROWN,MINION,LEGENDARY
ICC_407,Gnomeferatu,Matt Dixon,WARLOCK,2,2,3,ICECROWN,MINION,EPIC
ICC_408,Brigue-âme val’kyr,Hideaki Takamura,WARRIOR,3,1,4,ICECROWN,MINION,RARE
ICC_415,Pisteur recousu,Steve Prescott,HUNTER,3,2,2,ICECROWN,MINION,COMMON
ICC_419,Ours-requin,Max Grecke,HUNTER,3,4,3,ICECROWN,MINION,COMMON
ICC_450,Revenant d’outre-tombe,Konstantin Turovec,WARRIOR,5,3,3,ICECROWN,MINION,RARE
ICC_466,Enchaînés de saronite,Daren Bader,NEUTRAL,4,2,3,ICECROWN,MINION,RARE
ICC_467,Nécroratrice,Luca Zontini,NEUTRAL,3,2,4,ICECROWN,MINION,COMMON
ICC_468,Laboureur maudit,J. Axer,NEUTRAL,1,1,1,ICECROWN,MINION,COMMON
ICC_469,Sacrifice nécessaire,Tyler Walpole,WARLOCK,3,,,ICECROWN,SPELL,RARE
ICC_481,Thrall le mort-voyant,Jerry Mascho,SHAMAN,5,,30,ICECROWN,HERO,LEGENDARY
ICC_700,Goule joyeuse,Matt Dixon,NEUTRAL,3,3,3,ICECROWN,MINION,RARE
ICC_701,Geist rôdeur,Dany Orizio,NEUTRAL,6,4,6,ICECROWN,MINION,EPIC
ICC_702,Fossoyeuse futile,Izzy Hoover,NEUTRAL,3,3,1,ICECROWN,MINION,RARE
ICC_705,Palefroi d’os,Ralph Horsley,NEUTRAL,7,5,5,ICECROWN,MINION,COMMON
ICC_706,Détrameur nérubien,Lars Grant-West,NEUTRAL,6,5,5,ICECROWN,MINION,EPIC
ICC_801,Commandant hurlant,Mike Azevedo,PALADIN,3,2,2,ICECROWN,MINION,RARE
ICC_802,Fouet spirituel,Zoltan Boros,PRIEST,2,,,ICECROWN,SPELL,COMMON
ICC_807,Pillard dure-écaille,James Ryman,DRUID,4,2,3,ICECROWN,MINION,RARE
ICC_808,Seigneur des cryptes,Konstantin Turovec,DRUID,3,1,6,ICECROWN,MINION,COMMON
ICC_809,Scientifique de la peste,Dave Allsop,ROGUE,3,2,3,ICECROWN,MINION,COMMON
ICC_810,Punisseur hachemort,Luca Zontini,NEUTRAL,4,3,3,ICECROWN,MINION,EPIC
ICC_811,Lilian Voss,Gonzalo Ordonez,ROGUE,4,4,5,ICECROWN,MINION,LEGENDARY
ICC_812,Chariot à viande,Rafael Zanchetin,NEUTRAL,4,1,4,ICECROWN,MINION,EPIC
ICC_820,Champion frisselame,Kevin Chen,PALADIN,4,3,2,ICECROWN,MINION,COMMON
ICC_823,Simulacre,Raymond Swanland,MAGE,3,,,ICECROWN,SPELL,EPIC
ICC_825,Archer abominable,L. Lullabi & K. Turovec,HUNTER,7,6,7,ICECROWN,MINION,EPIC
ICC_827,Valeera l’Exsangue,James Ryman,ROGUE,9,,30,ICECROWN,HERO,LEGENDARY
ICC_828,Rexxar le nécrotraqueur,Jomaro Kindred,HUNTER,6,,30,ICECROWN,HERO,LEGENDARY
ICC_829,Uther de la Lame d’ébène,James Ryman,PALADIN,9,,30,ICECROWN,HERO,LEGENDARY
ICC_830,Anduin le faucheur noir,Wayne Reynolds,PRIEST,8,,30,ICECROWN,HERO,LEGENDARY
ICC_831,Gul’dan le saccage-sang,Alex Horley Orlandelli,WARLOCK,10,,30,ICECROWN,HERO,LEGENDARY
ICC_832,Malfurion le Putride,Alex Horley Orlandelli,DRUID,7,,30,ICECROWN,HERO,LEGENDARY
ICC_833,Jaina liche de givre,Glenn Rane,MAGE,9,,30,ICECROWN,HERO,LEGENDARY
ICC_834,Garrosh seigneur du Fléau,Greg Staples,WARRIOR,8,,30,ICECROWN,HERO,LEGENDARY
ICC_835,Hadronox,Zoltan Boros,DRUID,9,3,7,ICECROWN,MINION,LEGENDARY
ICC_836,Souffle de Sindragosa,Eric Braddock,MAGE,1,,,ICECROWN,SPELL,COMMON
ICC_837,Venez vous battre !,Mike Azevedo,WARRIOR,2,,,ICECROWN,SPELL,EPIC
ICC_838,Sindragosa,Alex Horley Orlandelli,MAGE,8,8,8,ICECROWN,MINION,LEGENDARY
ICC_841,Reine de sang Lana’thel,Greg Staples,WARLOCK,5,1,6,ICECROWN,MINION,LEGENDARY
ICC_849,Étreinte ténébreuse,A. J. Nazzaro,PRIEST,6,,,ICECROWN,SPELL,EPIC
ICC_850,Lame-de-l’ombre,Matthew O'Connor,ROGUE,3,3,,ICECROWN,WEAPON,RARE
ICC_851,Prince Keleseth,Vladimir Kafanov,NEUTRAL,2,2,2,ICECROWN,MINION,LEGENDARY
ICC_852,Prince Taldaram,Arthur Gimaldinov,NEUTRAL,3,3,3,ICECROWN,MINION,LEGENDARY
ICC_853,Prince Valanar,Arthur Bozonnet,NEUTRAL,4,4,4,ICECROWN,MINION,LEGENDARY
ICC_854,Arfus,Zoltan Boros,NEUTRAL,4,2,2,ICECROWN,MINION,LEGENDARY
ICC_855,Coursegivre hyldnir,Marcelo Vignali,NEUTRAL,3,4,4,ICECROWN,MINION,COMMON
ICC_856,Tisse-sort,Jaemin Kim,NEUTRAL,6,4,4,ICECROWN,MINION,COMMON
ICC_858,Bolvar sang-de-feu,Tooth,PALADIN,5,1,7,ICECROWN,MINION,LEGENDARY
ICC_900,Geist nécrotique,Ian Ameling,NEUTRAL,6,5,3,ICECROWN,MINION,COMMON
ICC_901,Enchanteresse drakkari,Steve Prescott,NEUTRAL,3,1,5,ICECROWN,MINION,EPIC
ICC_902,Brise-esprit,Chris Rahn,NEUTRAL,3,2,5,ICECROWN,MINION,RARE
ICC_903,Fêtard sanguin,Arthur Bozonnet,WARLOCK,1,1,1,ICECROWN,MINION,COMMON
ICC_904,Squelette malfaisant,Nicola Saviori,NEUTRAL,4,1,1,ICECROWN,MINION,COMMON
ICC_905,Ver de sang,Arthur Bozonnet,NEUTRAL,5,4,4,ICECROWN,MINION,COMMON
ICC_910,Pilleuse spectrale,Sam Nielson,ROGUE,5,5,5,ICECROWN,MINION,EPIC
ICC_911,Banshee plaintive,Jesper Ejsing,NEUTRAL,4,5,5,ICECROWN,MINION,RARE
ICC_912,Capte-talents,James Ryman,NEUTRAL,4,3,3,ICECROWN,MINION,EPIC
ICC_913,Zélote impure,Jesper Ejsing,NEUTRAL,2,1,1,ICECROWN,MINION,COMMON
JAM_000,Remix du distrib-o-bot,Mooncolony,MAGE,3,3,3,BATTLE_OF_THE_BANDS,MINION,RARE
JAM_001,Chanteur déguisé,Matt Dixon,MAGE,1,1,1,BATTLE_OF_THE_BANDS,MINION,COMMON
JAM_002,Musicienne étoilée,Ursula Dorada,MAGE,5,,,BATTLE_OF_THE_BANDS,SPELL,RARE
JAM_003,Message caché,Kevin Sidharta,HUNTER,2,,,BATTLE_OF_THE_BANDS,SPELL,RARE
JAM_004,Cerbère carbonisé,Slawomir Maniak,HUNTER,6,3,4,BATTLE_OF_THE_BANDS,MINION,COMMON
JAM_005,Hurlement harmonieux,Matt Dixon,DEATHKNIGHT,4,3,4,BATTLE_OF_THE_BANDS,MINION,RARE
JAM_006,Peur bleue,Angelica Alieva,DEATHKNIGHT,2,,,BATTLE_OF_THE_BANDS,SPELL,RARE
JAM_007,Goule stylée,Matt Dixon,DEATHKNIGHT,4,3,1,BATTLE_OF_THE_BANDS,MINION,COMMON
JAM_008,Air mortel,Grace Liu,DEATHKNIGHT,2,,,BATTLE_OF_THE_BANDS,SPELL,RARE
JAM_009,Piste de danse,BOSi Studio,PALADIN,2,,2,BATTLE_OF_THE_BANDS,LOCATION,COMMON
JAM_010,Totem jukebox,Daniil Kudriavtsev,PALADIN,2,0,4,BATTLE_OF_THE_BANDS,MINION,COMMON
JAM_011,Cor du seigneur des Vents,Studio Hive,SHAMAN,6,3,,BATTLE_OF_THE_BANDS,WEAPON,RARE
JAM_012,Remix du grave-totem,Zoltan Boros,SHAMAN,3,3,2,BATTLE_OF_THE_BANDS,MINION,RARE
JAM_013,Impro,Ramzy Kamen,WARRIOR,2,,,BATTLE_OF_THE_BANDS,SPELL,COMMON
JAM_014,Videur des coulisses,Matt Dixon,WARRIOR,4,4,5,BATTLE_OF_THE_BANDS,MINION,RARE
JAM_015,Remix du diapason,Konstantin Turovec,WARRIOR,2,2,,BATTLE_OF_THE_BANDS,WEAPON,RARE
JAM_016,Bassiste des abysses,Jaemin Kim,DEMONHUNTER,7,4,7,BATTLE_OF_THE_BANDS,MINION,COMMON
JAM_017,Par le fiel et les flammes,Mike Sass,WARRIOR,0,,,BATTLE_OF_THE_BANDS,SPELL,RARE
JAM_018,Remix de rhapsodie,Anton Zemskov,DEMONHUNTER,5,,,BATTLE_OF_THE_BANDS,SPELL,RARE
JAM_019,"Risa, danse rythmée",Sergey Tsvelykh,ROGUE,4,3,5,BATTLE_OF_THE_BANDS,MINION,LEGENDARY
JAM_020,Public difficile,Brian Despain,ROGUE,3,2,1,BATTLE_OF_THE_BANDS,MINION,COMMON
JAM_021,Succès sans lendemain,Vladimir Kafanov,ROGUE,2,2,1,BATTLE_OF_THE_BANDS,MINION,COMMON
JAM_022,Acouphène,Hideaki Takamura,PRIEST,1,,,BATTLE_OF_THE_BANDS,SPELL,COMMON
JAM_023,Plagiarizarrr,Zoltan Boros,PRIEST,3,4,3,BATTLE_OF_THE_BANDS,MINION,RARE
JAM_024,Rejeton de Lumière ambiante,Todd Harris,PRIEST,4,3,4,BATTLE_OF_THE_BANDS,MINION,COMMON
JAM_025,Beignets,BOSi Studio,PRIEST,1,,,BATTLE_OF_THE_BANDS,SPELL,RARE
JAM_026,Fadette populaire,Melvin Chan,DRUID,2,2,3,BATTLE_OF_THE_BANDS,MINION,COMMON
JAM_027,Fan,Mauricio Herrera,PRIEST,2,2,2,BATTLE_OF_THE_BANDS,MINION,COMMON
JAM_028,Tréant sanglant,Ian Ameling,DRUID,5,2,2,BATTLE_OF_THE_BANDS,MINION,COMMON
JAM_029,Destin funeste,Mooncolony,DRUID,6,3,4,BATTLE_OF_THE_BANDS,MINION,RARE
JAM_030,"Fanottem, maître de l’opéra",Brian Despain,WARLOCK,30,15,15,BATTLE_OF_THE_BANDS,MINION,LEGENDARY
JAM_031,Réverbérations,Michaela Nienaber,WARLOCK,3,,,BATTLE_OF_THE_BANDS,SPELL,RARE
JAM_032,Violoniste endiablé,Slawomir Maniak,WARLOCK,3,3,3,BATTLE_OF_THE_BANDS,MINION,COMMON
JAM_033,Remix de musicien,Vladimir Kafanov,NEUTRAL,3,3,3,BATTLE_OF_THE_BANDS,MINION,COMMON
JAM_034,Piétinement acoustique,Luca Zontini,NEUTRAL,4,4,4,BATTLE_OF_THE_BANDS,MINION,RARE
JAM_035,Rabat-joie totem-sinistre,Mike Sass,NEUTRAL,4,5,4,BATTLE_OF_THE_BANDS,MINION,EPIC
JAM_036,"Magatha, l’antimusique",James Ryman,NEUTRAL,5,5,5,BATTLE_OF_THE_BANDS,MINION,LEGENDARY
JAM_037,Elite Tauren Champion,Rafael Zanchetin,NEUTRAL,5,5,5,BATTLE_OF_THE_BANDS,MINION,LEGENDARY
KAR_004,Surprise du chef,Mike Sass,HUNTER,2,,,KARA,SPELL,RARE
KAR_005,Gentille grand-mère,Matt Dixon,HUNTER,2,1,1,KARA,MINION,COMMON
KAR_006,Chasseresse capuchonnée,Arthur Bozonnet,HUNTER,3,3,4,KARA,MINION,COMMON
KAR_009,Grimoire bavard,A. J. Nazzaro,MAGE,1,1,2,KARA,MINION,RARE
KAR_010,Templier Plaie-de-nuit,Luke Mancini,PALADIN,3,2,3,KARA,MINION,COMMON
KAR_011,Comédien pompeux,Matt Dixon,NEUTRAL,2,3,2,KARA,MINION,COMMON
KAR_013,Purification,Rafael Zanchetin,PRIEST,2,,,KARA,SPELL,COMMON
KAR_021,Méchante sorcière,Rafael Zanchetin,SHAMAN,3,3,4,KARA,MINION,COMMON
KAR_025,Kara Kazham !,Jakub Kasper,WARLOCK,5,,,KARA,SPELL,COMMON
KAR_026,Protégez le roi !,Jim Nelson,WARRIOR,3,,,KARA,SPELL,RARE
KAR_028,Écrase-patate,Anton Zemskov,WARRIOR,5,3,,KARA,WEAPON,COMMON
KAR_029,Œuf runique,A. J. Nazzaro,NEUTRAL,1,0,2,KARA,MINION,COMMON
KAR_030a,Araignée du garde-manger,Dave Allsop,NEUTRAL,3,1,3,KARA,MINION,COMMON
KAR_033,Wyrm de bibliothèque,Dave Allsop,NEUTRAL,6,3,6,KARA,MINION,RARE
KAR_035,Prêtre du festin,Paul Mafayon,PRIEST,4,3,6,KARA,MINION,COMMON
KAR_036,Anomalie arcanique,Alex Alexandrov,NEUTRAL,1,2,1,KARA,MINION,COMMON
KAR_037,Gardien aviaire,Jim Nelson,NEUTRAL,5,3,6,KARA,MINION,RARE
KAR_041,Rôdeur des douves,Jerry Mascho,NEUTRAL,6,3,3,KARA,MINION,RARE
KAR_044,Moroes,Sean McNally,NEUTRAL,3,1,1,KARA,MINION,LEGENDARY
KAR_057,Cavalier en ivoire,Zoltan Boros,PALADIN,4,4,4,KARA,MINION,RARE
KAR_061,Le conservateur,Wei Wang,NEUTRAL,7,4,6,KARA,MINION,LEGENDARY
KAR_062,Biographe de Dédain-du-Néant,Ralph Horsley,NEUTRAL,2,1,3,KARA,MINION,COMMON
KAR_063,Griffes spectrales,Ralph Horsley,SHAMAN,1,1,,KARA,WEAPON,COMMON
KAR_065,Gardienne de la Ménagerie,Alex Horley Orlandelli,DRUID,5,5,4,KARA,MINION,COMMON
KAR_069,Fieffé forban,Zoltan Boros,ROGUE,1,1,2,KARA,MINION,COMMON
KAR_070,Colporteur éthérien,Alex Horley Orlandelli,ROGUE,5,5,6,KARA,MINION,RARE
KAR_073,Portail du Maelström,Daria Tuzova,SHAMAN,2,,,KARA,SPELL,RARE
KAR_075,Portail de Reflet-de-Lune,Evgeniy Zaqumyennyy,DRUID,6,,,KARA,SPELL,RARE
KAR_076,Portail des terres de Feu,Gustav Schmidt,MAGE,7,,,KARA,SPELL,COMMON
KAR_077,Portail de Lune-d’Argent,Jimmy Lo,PALADIN,3,,,KARA,SPELL,COMMON
KAR_089,Diablotin de Malchezaar,Peter Stapleton,WARLOCK,1,1,3,KARA,MINION,COMMON
KAR_091,Portail de Forgefer,Nate Bowden,WARRIOR,4,,,KARA,SPELL,COMMON
KAR_092,Valet de Medivh,Sean McNally,MAGE,2,2,3,KARA,MINION,COMMON
KAR_094,Fourchette mortelle,Konstantin Turovec,ROGUE,3,3,2,KARA,MINION,COMMON
KAR_095,Zoobot,Matt Dixon,NEUTRAL,3,3,3,KARA,MINION,COMMON
KAR_096,Prince Malchezaar,Joe Madureira & Grace Liu,NEUTRAL,5,5,6,KARA,MINION,LEGENDARY
KAR_097,"Medivh, le Gardien",James Ryman,NEUTRAL,8,7,7,KARA,MINION,LEGENDARY
KAR_114,Barnes,Garrett Hanna,NEUTRAL,5,3,4,KARA,MINION,LEGENDARY
KAR_204,Fou en onyx,Arthur Gimaldinov,PRIEST,4,3,4,KARA,MINION,RARE
KAR_205,Golem d’argenterie,Daren Bader,WARLOCK,3,3,4,KARA,MINION,RARE
KAR_300,Corbeau enchanté,Daria Tuzova,DRUID,1,2,2,KARA,MINION,COMMON
KAR_702,Magicien de la Ménagerie,Garrett Hanna,NEUTRAL,5,4,4,KARA,MINION,COMMON
KAR_710,Forge-Arcanes,Anton Zemskov,NEUTRAL,4,3,2,KARA,MINION,COMMON
KAR_711,Géant arcanique,Dan Scott,NEUTRAL,12,8,8,KARA,MINION,EPIC
KAR_712,Illusionniste pourpre,Eric Braddock,NEUTRAL,3,4,3,KARA,MINION,COMMON
LOE_002,Torche oubliée,Richard Wright,MAGE,3,,,LOE,SPELL,COMMON
LOE_003,Adjurateur éthérien,Ben Zhang,MAGE,5,6,4,LOE,MINION,COMMON
LOE_006,Conservateur du musée,Steve Prescott,PRIEST,2,1,2,LOE,MINION,COMMON
LOE_007,Malédiction de Rafaam,Alex Horley Orlandelli,WARLOCK,2,,,LOE,SPELL,COMMON
LOE_009,Destructeur d’obsidienne,Anton Zemskov,WARRIOR,7,7,7,LOE,MINION,COMMON
LOE_010,Serpent de la fosse,Bernie Kang,ROGUE,1,2,1,LOE,MINION,COMMON
LOE_011,Reno Jackson,Tyson Murphy,NEUTRAL,6,4,6,LOE,MINION,LEGENDARY
LOE_012,Pilleur de tombes,Dave Allsop,ROGUE,4,6,4,LOE,MINION,COMMON
LOE_016,Élémentaire grondant,Cole Eastburn,SHAMAN,4,2,6,LOE,MINION,COMMON
LOE_017,Gardienne d’Uldaman,James Ryman,PALADIN,3,3,4,LOE,MINION,COMMON
LOE_018,Trogg des tunnels,Andrew Hou,SHAMAN,1,1,3,LOE,MINION,COMMON
LOE_019,Raptor déterré,Trent Kaniuga,ROGUE,3,3,4,LOE,MINION,RARE
LOE_020,Dromadaire du désert,Matt Dixon,HUNTER,3,2,4,LOE,MINION,COMMON
LOE_021,Piège de fléchettes,Zoltan Boros,HUNTER,2,,,LOE,SPELL,COMMON
LOE_022,Singe féroce,Peter Stapleton,WARRIOR,3,3,4,LOE,MINION,COMMON
LOE_023,Sinistre colporteur,George Davis,WARLOCK,2,2,3,LOE,MINION,COMMON
LOE_026,Tous les murlocs de ta vie,Ryan Metcalf,PALADIN,10,,,LOE,SPELL,RARE
LOE_027,Épreuve sacrée,Zoltan Boros,PALADIN,1,,,LOE,SPELL,COMMON
LOE_029,Scarabée orné de joyaux,Jaemin Kim,NEUTRAL,2,1,1,LOE,MINION,COMMON
LOE_038,Sorcière des mers naga,Ben Zhang,NEUTRAL,8,5,5,LOE,MINION,EPIC
LOE_039,Gorillobot A-3,Skan Srisuwan,NEUTRAL,3,3,4,LOE,MINION,COMMON
LOE_046,Crapaud énorme,Matt Dixon,NEUTRAL,2,3,2,LOE,MINION,COMMON
LOE_047,Araignée des tombes,Turovec Konstantin,NEUTRAL,4,3,3,LOE,MINION,COMMON
LOE_050,Raptor de monte,Ben Zhang,DRUID,3,3,2,LOE,MINION,COMMON
LOE_051,Sélénien de la jungle,Mike Sass,DRUID,4,4,4,LOE,MINION,RARE
LOE_053,Djinn des zéphirs,Jakub Kasper,NEUTRAL,5,4,6,LOE,MINION,EPIC
